cell_id,target_track,hotspot_score,bucket_count,observed_positive_buckets,top_features,cause_summary,feature_1,feature_1_display_name,feature_1_mean_shap,feature_1_mean_abs_shap,feature_2,feature_2_display_name,feature_2_mean_shap,feature_2_mean_abs_shap,feature_3,feature_3_display_name,feature_3_mean_shap,feature_3_mean_abs_shap
2350_18022,severe,0.46562403307407213,104,8,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.11131615648504095,0.11131615648504095,prior_cell_severe_count,prior severe crash history,0.09066275855324481,0.09066275855324481,prior_avg_severity,historical crash severity,0.08599195213093674,0.08599195213093674
2359_18040,severe,0.464484621335325,64,6,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.1104165829156352,0.1104165829156352,prior_cell_severe_count,prior severe crash history,0.09396496060609293,0.09396496060609293,historic_cell_crash_total,long-run cell crash volume,0.08354714426666093,0.08354714426666093
2391_18052,severe,0.4606374279776589,55,5,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.11260410279443725,0.11260410279443725,prior_avg_severity,historical crash severity,0.0905991725646689,0.0905991725646689,prior_cell_severe_count,prior severe crash history,0.09043204332555087,0.09043204332555087
2370_18072,severe,0.45979474744119975,63,2,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.10342349511811649,0.10342349511811649,historic_cell_crash_total,long-run cell crash volume,0.100423111229011,0.100423111229011,prior_cell_severe_count,prior severe crash history,0.08888919918771446,0.08888919918771446
2327_17983,severe,0.45905753385946924,70,15,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.11759715812731059,0.11759715812731059,prior_avg_severity,historical crash severity,0.11010292660811252,0.11010292660811252,prior_cell_severe_count,prior severe crash history,0.08716206721619205,0.08716206721619205
2395_18043,severe,0.45559997375047073,86,12,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09771422657901958,0.09771422657901958,prior_cell_severe_count,prior severe crash history,0.09302666964635006,0.09302666964635006,prior_avg_severity,historical crash severity,0.07706835021473789,0.07706835021473789
2404_18041,severe,0.4494136205693912,68,6,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10078981764928369,0.10078981764928369,prior_cell_severe_count,prior severe crash history,0.09089700300016836,0.09089700300016836,prior_avg_severity,historical crash severity,0.0797440551294834,0.0797440551294834
2354_18054,severe,0.44909016932288803,68,1,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.11123054873714475,0.11123054873714475,prior_avg_severity,historical crash severity,0.10788961254441659,0.10788961254441659,prior_cell_severe_count,prior severe crash history,0.08933025239973981,0.08933025239973981
2352_18029,severe,0.4384310533060986,57,3,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.10338895041292516,0.10338895041292516,prior_cell_severe_count,prior severe crash history,0.09585607147471026,0.09585607147471026,historic_cell_crash_total,long-run cell crash volume,0.0886627732918505,0.0886627732918505
2377_18111,severe,0.4382940563363261,52,5,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.10301635562747843,0.10301635562747843,prior_cell_severe_count,prior severe crash history,0.0997538449522518,0.0997538449522518,historic_cell_crash_total,long-run cell crash volume,0.08731678537480618,0.08731678537480618
2360_18075,severe,0.43488507201008003,79,5,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.1107461242033497,0.1107461242033497,prior_cell_severe_count,prior severe crash history,0.0820785064504019,0.0820785064504019,prior_avg_severity,historical crash severity,0.07493422496789359,0.07493422496789359
2363_18071,severe,0.43146567518354684,44,1,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.09435738087453793,0.09435738087453793,historic_cell_crash_total,long-run cell crash volume,0.07989335133224422,0.07989335133224422,prior_cell_severe_count,prior severe crash history,0.07627863531502235,0.07627863531502235
2379_18084,severe,0.43060213707796,81,12,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10280019385358002,0.10280019385358002,prior_cell_severe_count,prior severe crash history,0.07894974475825785,0.07894974475825785,prior_avg_severity,historical crash severity,0.0447707931449322,0.0447707931449322
2395_18057,severe,0.42961597821081277,67,10,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.10890947217430114,0.10890947217430114,prior_cell_severe_count,prior severe crash history,0.08526424005190728,0.08526424005190728,historic_cell_crash_total,long-run cell crash volume,0.06389425008818948,0.06389425008818948
2396_18034,severe,0.4288551353955406,65,8,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10555028643117753,0.10555028643117753,prior_cell_severe_count,prior severe crash history,0.08153587703850976,0.08153587703850976,prior_avg_severity,historical crash severity,0.07122401369449798,0.07122401369449798
2398_18029,severe,0.42772327172808994,46,6,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.09545704836953388,0.09545704836953388,prior_cell_severe_count,prior severe crash history,0.08313806842000573,0.08313806842000573,historic_cell_crash_total,long-run cell crash volume,0.05920455674932364,0.05920455674932364
2376_18078,severe,0.4260041506461157,59,1,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10502380245066839,0.10502380245066839,prior_cell_severe_count,prior severe crash history,0.08373508694001675,0.08373508694001675,prior_avg_severity,historical crash severity,0.08149309766073501,0.08149309766073501
2322_17981,severe,0.42509972291767334,57,7,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.0873571438027042,0.0873571438027042,historic_cell_crash_total,long-run cell crash volume,0.08025175174797833,0.08025175174797833,prior_cell_severe_count,prior severe crash history,0.07678526228774579,0.07678526228774579
2361_18086,severe,0.42183342796802564,66,7,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10043789643772048,0.10043789643772048,prior_cell_severe_count,prior severe crash history,0.07666999856507908,0.07666999856507908,prior_avg_severity,historical crash severity,0.06722576226571457,0.06722576226571457
2362_18071,severe,0.42035540061715204,68,0,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10458138609634064,0.10458138609634064,prior_cell_severe_count,prior severe crash history,0.07504514324275141,0.07504514324275141,prior_avg_severity,historical crash severity,0.06521523123026443,0.06521523123026443
2381_18084,severe,0.4172336041619713,51,0,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.0880096477307647,0.0880096477307647,prior_cell_severe_count,prior severe crash history,0.08414457018387904,0.08414457018387904,prior_avg_severity,historical crash severity,0.07105592464580471,0.07105592464580471
2389_18042,severe,0.4170337740292804,102,9,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10000612913249245,0.10000612913249245,prior_cell_severe_count,prior severe crash history,0.08054316320034748,0.08054316320034748,prior_avg_severity,historical crash severity,0.0488694464857469,0.0488694464857469
2360_18076,severe,0.41601738282390166,58,2,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.1023341827604258,0.1023341827604258,prior_cell_severe_count,prior severe crash history,0.07971476721239093,0.07971476721239093,prior_avg_severity,historical crash severity,0.07232172937385661,0.07232172937385661
2361_18063,severe,0.40937842390417895,42,13,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.10796348110620575,0.10796348110620575,historic_cell_crash_total,long-run cell crash volume,0.09472532262848683,0.09472532262848683,prior_cell_severe_count,prior severe crash history,0.07867936798490088,0.07867936798490088
2396_18059,severe,0.4092708923408735,46,3,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.09276420846638084,0.09276420846638084,prior_cell_severe_count,prior severe crash history,0.08080911335624277,0.08080911335624277,historic_cell_crash_total,long-run cell crash volume,0.07040995751920026,0.07040995751920026
2339_18024,severe,0.40885947998586614,68,2,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09975718238566503,0.09975718238566503,prior_cell_severe_count,prior severe crash history,0.07899329973446559,0.07899329973446559,prior_avg_severity,historical crash severity,0.05231022861878839,0.05231022861878839
2396_18031,severe,0.4061250809211469,139,8,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.1070881344872843,0.1070881344872843,prior_cell_severe_count,prior severe crash history,0.0779543582757251,0.0779543582757251,prior_avg_severity,historical crash severity,0.03784598809896478,0.03784598809896478
2369_18036,severe,0.4043587391481009,73,6,"prior_cell_severe_count, prior_avg_severity, historic_cell_crash_total","High predicted risk is mainly driven by prior severe crash history, historical crash severity, and long-run cell crash volume.",prior_cell_severe_count,prior severe crash history,0.08146218904284587,0.08146218904284587,prior_avg_severity,historical crash severity,0.07937244414124602,0.07937244414124602,historic_cell_crash_total,long-run cell crash volume,0.07819666469614793,0.07819666469614793
2360_18074,severe,0.40346777602447265,62,3,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.1066387764317987,0.1066387764317987,prior_cell_severe_count,prior severe crash history,0.0740755684841353,0.0740755684841353,prior_avg_severity,historical crash severity,0.06672767727955028,0.06672767727955028
2394_18095,severe,0.39787639817500337,52,2,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10551907053398338,0.10551907053398338,prior_cell_severe_count,prior severe crash history,0.07061209717750697,0.07061209717750697,prior_avg_severity,historical crash severity,0.06764207249426578,0.06764207249426578
2323_17982,severe,0.3936391079111543,72,10,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10732178055290988,0.10732178055290988,prior_cell_severe_count,prior severe crash history,0.06969965525513194,0.06969965525513194,prior_avg_severity,historical crash severity,0.06364260054153552,0.06364260054153552
2391_18043,severe,0.39262422409851994,62,0,"prior_cell_severe_count, historic_cell_crash_total, prior_avg_severity","High predicted risk is mainly driven by prior severe crash history, long-run cell crash volume, and historical crash severity.",prior_cell_severe_count,prior severe crash history,0.07561124101317226,0.07561124101317226,historic_cell_crash_total,long-run cell crash volume,0.07171226772892846,0.07171226772892846,prior_avg_severity,historical crash severity,0.07086413171976001,0.07086413171976001
2360_18081,severe,0.3912879814781598,93,9,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09968113330280956,0.09968113330280956,prior_cell_severe_count,prior severe crash history,0.07213984218816615,0.07213984218816615,prior_avg_severity,historical crash severity,0.03845438541910089,0.03845438541910089
2364_18039,severe,0.3908201613999903,91,8,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09225603670963776,0.09225603670963776,prior_cell_severe_count,prior severe crash history,0.07505264634174674,0.07505264634174674,prior_avg_severity,historical crash severity,0.038568365170244645,0.038568365170244645
2391_18053,severe,0.39065102357529896,58,2,"prior_cell_severe_count, historic_cell_crash_total, prior_avg_severity","High predicted risk is mainly driven by prior severe crash history, long-run cell crash volume, and historical crash severity.",prior_cell_severe_count,prior severe crash history,0.08366542973252133,0.08366542973252133,historic_cell_crash_total,long-run cell crash volume,0.07204716407579495,0.07204716407579495,prior_avg_severity,historical crash severity,0.06785555683615917,0.06785555683615917
2358_18034,severe,0.38614490986012057,88,2,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.08034537167463235,0.08034537167463235,prior_cell_severe_count,prior severe crash history,0.07989258234934195,0.07989258234934195,historic_cell_crash_total,long-run cell crash volume,0.0726948434211805,0.0726948434211805
2392_18042,severe,0.38283602083246926,65,1,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.08417329013477574,0.08417329013477574,prior_avg_severity,historical crash severity,0.07287211726852065,0.07287211726852065,prior_cell_severe_count,prior severe crash history,0.06997322255666291,0.06997322255666291
2359_18034,severe,0.38100936720871487,86,14,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10126762606370222,0.10126762606370222,prior_cell_severe_count,prior severe crash history,0.07634974056002086,0.07634974056002086,prior_avg_severity,historical crash severity,0.05754784352369785,0.05754784352369785
2398_18042,severe,0.37801320845275316,82,8,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10255307720088545,0.10255307720088545,prior_cell_severe_count,prior severe crash history,0.07100902238901705,0.07100902238901705,prior_avg_severity,historical crash severity,0.05238969883226942,0.05238969883226942
2371_18048,severe,0.37783812387957005,72,5,"prior_cell_severe_count, prior_avg_severity, historic_cell_crash_total","High predicted risk is mainly driven by prior severe crash history, historical crash severity, and long-run cell crash volume.",prior_cell_severe_count,prior severe crash history,0.08772552251748761,0.08772552251748761,prior_avg_severity,historical crash severity,0.07563133157824023,0.07563133157824023,historic_cell_crash_total,long-run cell crash volume,0.06360625738249967,0.06360625738249967
2365_18055,severe,0.37419568472903597,71,3,"prior_cell_severe_count, historic_cell_crash_total, prior_avg_severity","High predicted risk is mainly driven by prior severe crash history, long-run cell crash volume, and historical crash severity.",prior_cell_severe_count,prior severe crash history,0.08166370778536046,0.08166370778536046,historic_cell_crash_total,long-run cell crash volume,0.07059851434105525,0.07059851434105525,prior_avg_severity,historical crash severity,0.06592771551105482,0.06592771551105482
2363_18039,severe,0.37256467337654103,81,7,"prior_cell_severe_count, historic_cell_crash_total, prior_avg_severity","High predicted risk is mainly driven by prior severe crash history, long-run cell crash volume, and historical crash severity.",prior_cell_severe_count,prior severe crash history,0.07493512512406483,0.07493512512406483,historic_cell_crash_total,long-run cell crash volume,0.0673968566639259,0.0673968566639259,prior_avg_severity,historical crash severity,0.06128483292500686,0.06128483292500686
2354_18031,severe,0.3688819757830065,63,7,"prior_cell_severe_count, prior_avg_severity, historic_cell_crash_total","High predicted risk is mainly driven by prior severe crash history, historical crash severity, and long-run cell crash volume.",prior_cell_severe_count,prior severe crash history,0.08032412440119557,0.08032412440119557,prior_avg_severity,historical crash severity,0.07462976313053868,0.07462976313053868,historic_cell_crash_total,long-run cell crash volume,0.06274508966098044,0.06274508966098044
2429_18052,severe,0.3674447202762464,55,6,"prior_cell_severe_count, historic_cell_crash_total, prior_avg_severity","High predicted risk is mainly driven by prior severe crash history, long-run cell crash volume, and historical crash severity.",prior_cell_severe_count,prior severe crash history,0.0810167379242948,0.0810167379242948,historic_cell_crash_total,long-run cell crash volume,0.08070912715628917,0.08070912715628917,prior_avg_severity,historical crash severity,0.06432889802674935,0.06432889802674935
2385_18040,severe,0.3634670052201199,78,0,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10586998738867671,0.10586998738867671,prior_cell_severe_count,prior severe crash history,0.06892898467792664,0.06892898467792664,prior_avg_severity,historical crash severity,0.06056015189414689,0.06056015189414689
2386_18040,severe,0.3631192557081017,37,1,"prior_cell_severe_count, prior_avg_severity, historic_cell_crash_total","High predicted risk is mainly driven by prior severe crash history, historical crash severity, and long-run cell crash volume.",prior_cell_severe_count,prior severe crash history,0.07411598601136389,0.07411598601136389,prior_avg_severity,historical crash severity,0.06438292196963918,0.06438292196963918,historic_cell_crash_total,long-run cell crash volume,0.06387078776914912,0.06387078776914912
2347_18036,severe,0.3624321482164939,61,0,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.09970050225423627,0.09970050225423627,prior_avg_severity,historical crash severity,0.08019739375790765,0.08019739375790765,prior_cell_severe_count,prior severe crash history,0.0729214977340399,0.0729214977340399
2382_18025,severe,0.3614590082242458,50,0,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.08774839584072718,0.08774839584072718,prior_cell_severe_count,prior severe crash history,0.08228704712854971,0.08228704712854971,prior_avg_severity,historical crash severity,0.07403834582952949,0.07403834582952949
2371_18088,severe,0.36119889268694877,59,0,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09481969434100038,0.09481969434100038,prior_cell_severe_count,prior severe crash history,0.0678406356887374,0.0678406356887374,prior_avg_severity,historical crash severity,0.05897027565395608,0.05897027565395608
2344_18022,severe,0.35980695253236933,85,12,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09306156096048623,0.09306156096048623,prior_cell_severe_count,prior severe crash history,0.07677611953455095,0.07677611953455095,prior_avg_severity,historical crash severity,0.05833015447906331,0.05833015447906331
2326_17983,severe,0.35762130769188755,93,10,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09534275231009133,0.09534275231009133,prior_cell_severe_count,prior severe crash history,0.06494199225970623,0.06494199225970623,prior_avg_severity,historical crash severity,0.055098874477694404,0.055098874477694404
2289_17982,severe,0.3560789759347798,64,5,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.07545443918771214,0.07545443918771214,prior_avg_severity,historical crash severity,0.07269968476317479,0.07269968476317479,prior_cell_severe_count,prior severe crash history,0.06035226928071902,0.06035226928071902
2354_18082,severe,0.35496482602967366,48,0,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.09743517581671507,0.09743517581671507,prior_avg_severity,historical crash severity,0.07544936780685568,0.07544936780685568,prior_cell_severe_count,prior severe crash history,0.06871287256215608,0.06871287256215608
2399_18107,severe,0.3541253381662902,60,3,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09955475162977603,0.09955475162977603,prior_cell_severe_count,prior severe crash history,0.06904998311455347,0.06904998311455347,prior_avg_severity,historical crash severity,0.06313084539374296,0.06313084539374296
2403_18041,severe,0.35358822115815197,82,1,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.07385433220951214,0.07385433220951214,prior_cell_severe_count,prior severe crash history,0.06944569475012198,0.06944569475012198,prior_avg_severity,historical crash severity,0.05755480882524936,0.05755480882524936
2330_17996,severe,0.35027019059272047,56,4,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.08419098757898646,0.08419098757898646,prior_cell_severe_count,prior severe crash history,0.07117179580312283,0.07117179580312283,prior_avg_severity,historical crash severity,0.07100736367755238,0.07100736367755238
